vignedo,vino,agno,rating,nro_revs,pais,region,precio,tipo,cuerpo,acidez
La Rioja Alta,Vina Ardanza Reserva,2010,4.3,783,Espana,Rioja,17.2,Rioja Red,4,3
Pintia,Toro,2004,4.3,760,Espana,Toro,116.9,Toro Red,5,3
Vinicola Real,200 Monges Rioja Reserva,2009,4.3,760,Espana,Rioja,39.5,Rioja Red,4,3
Vinedos de Paganos,El Puntido Gran Reserva,2006,4.3,754,Espana,Rioja,40.0,Rioja Red,4,3
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2012,4.3,749,Espana,Rioja,39.8,Rioja Red,4,3
Anima Negra,An,2017,4.3,740,Espana,Mallorca,40.0,Red,4,3
Muga,Torre Muga,2014,4.3,728,Espana,Rioja,69.9,Rioja Red,4,3
Senorio de San Vicente,San Vicente Rioja,2007,4.3,724,Espana,Rioja,77.7,Rioja Red,4,3
Clos Mogador,Priorat,2009,4.3,723,Espana,Priorato,95.0,Priorat Red,4,3
Bodegas Vilano,La Baraja,2016,4.3,716,Espana,Ribera del Duero,24.9,Ribera Del Duero Red,5,3
Bodegas San Roman,Tinto,2018,4.3,693,Espana,Toro,25.9,Toro Red,5,3
Castillo Perelada,Finca Malaveina,2017,4.3,687,Espana,Emporda,22.5,Red,4,3
Remelluri,Granja Gran Reserva Rioja,2009,4.3,682,Espana,Rioja,57.8,Rioja Red,4,3
Marques de Riscal,Reserva XR,2016,4.3,676,Espana,Rioja,21.2,Rioja Red,4,3
Condado de Haza,Alenza Ribera del Duero Gran Reserva,2006,4.3,675,Espana,Ribera del Duero,70.0,Ribera Del Duero Red,5,3
Enate,Chardonnay Fermentado en Barrica,2019,4.3,674,Espana,Somontano,15.8,Chardonnay,4,3
Ordonez,Vatan Tinta de Toro,2016,4.3,665,Espana,Toro,26.0,Toro Red,5,3
Lan,A Mano Rioja,2016,4.3,663,Espana,Rioja,25.8,Rioja Red,4,3
Volver,Alicante Bouschet by Tarima,2017,4.3,658,Espana,Alicante,17.2,Red,4,3
Arzuaga,Reserva Ribera del Duero,2014,4.3,641,Espana,Ribera del Duero,33.9,Ribera Del Duero Red,5,3
Alvaro Palacios,Finca Dofi,2011,4.3,613,Espana,Priorato,80.0,Priorat Red,4,3
Alvaro Palacios,Finca Dofi,2013,4.3,605,Espana,Priorato,80.0,Priorat Red,4,3
Enate,Chardonnay Fermentado en Barrica,2018,4.3,603,Espana,Somontano,16.9,Chardonnay,4,3
Garmon,Ribera del Duero,2017,4.3,598,Espana,Ribera del Duero,40.9,Ribera Del Duero Red,5,3
Clos Mogador,Priorat,2008,4.3,592,Espana,Priorato,95.0,Priorat Red,4,3
Pazo Senorans,Seleccion de Anada Albarino Rias Baixas,2011,4.3,582,Espana,Rias Baixas,30.9,Albarino,3,3
Carmelo Rodero,Ribera del Duero TSM,2019,4.3,577,Espana,Ribera del Duero,67.5,Ribera Del Duero Red,5,3
Abadia Retuerta,Pago Valdebellon,2015,4.3,569,Espana,Sardon de Duero,67.4,Cabernet Sauvignon,4,3
Figuero,Vinas Viejas,2016,4.3,567,Espana,Ribera del Duero,16.5,Ribera Del Duero Red,5,3
Lan,A Mano Rioja,2012,4.3,559,Espana,Rioja,30.7,Rioja Red,4,3
Dominio de Atauta,Dominio de Atauta,2017,4.3,556,Espana,Ribera del Duero,25.2,Ribera Del Duero Red,5,3
Protos,Gran Reserva,2014,4.3,553,Espana,Ribera del Duero,42.0,Ribera Del Duero Red,5,3
Carmelo Rodero,Crianza,2019,4.3,533,Espana,Ribera del Duero,20.0,Ribera Del Duero Red,5,3
Protos,Seleccion Finca el Grajo Viejo,2014,4.3,530,Espana,Ribera del Duero,59.9,Ribera Del Duero Red,5,3
Familia Torres,Perpetual,2016,4.3,530,Espana,Priorato,63.5,Priorat Red,4,3
Clos Erasmus,Laurel,2017,4.3,527,Espana,Priorato,46.9,Priorat Red,4,3
Alvaro Palacios,Finca Dofi,2017,4.3,522,Espana,Priorato,99.9,Priorat Red,4,3
Teso La Monja,Victorino,2011,4.3,517,Espana,Toro,47.0,Toro Red,5,3
Dominio de Cair,Seleccion La Aguilera,2016,4.3,511,Espana,Ribera del Duero,15.9,Ribera Del Duero Red,5,3
Torre de Ona,Finca Martelo,2015,4.3,512,Espana,Rioja,21.2,Rioja Red,4,3
Ferrer Bobet,Priorat Vinyes Velles,2011,4.3,501,Espana,Priorato,49.9,Priorat Red,4,3
Remirez de Ganuza,Rioja Blanco,2018,4.3,495,Espana,Rioja,23.8,Rioja White,3,3
Vinedos de Paganos,El Puntido,2016,4.3,474,Espana,Rioja,33.0,Rioja Red,4,3
Ramon Bilbao,Mirto,2014,4.3,473,Espana,Rioja,48.3,Rioja Red,4,3
Muga,Torre Muga,2005,4.3,468,Espana,Rioja,99.9,Rioja Red,4,3
Alvaro Palacios,Vi de Vila Gratallops,2017,4.3,463,Espana,Priorato,54.9,Priorat Red,4,3
Martinet,Clos Martinet,2005,4.3,461,Espana,Priorato,116.0,Priorat Red,4,3
Alvaro Palacios,Vi de Vila Gratallops,2016,4.3,461,Espana,Priorato,48.8,Priorat Red,4,3
Alion,Ribera del Duero,2000,4.3,456,Espana,Ribera del Duero,98.0,Ribera Del Duero Red,5,3
Bodegas Faustino,I Gran Reserva,1964,4.3,454,Espana,Rioja,272.0,Rioja Red,4,3
Contino,Rioja Gran Reserva,2015,4.3,453,Espana,Rioja,40.4,Rioja Red,4,3
Bodegas Faustino,I Gran Reserva,1970,4.3,449,Espana,Rioja,206.9,Rioja Red,4,3
Ossian,Vinas Viejas Verdejo,2017,4.3,449,Espana,Castilla y Leon,42.0,Verdejo,3,3
Monte Real,Gran Reserva,1998,4.3,445,Espana,Rioja,34.9,Rioja Red,4,3
Hacienda Monasterio,Reserva,2013,4.3,431,Espana,Ribera del Duero,54.0,Ribera Del Duero Red,5,3
Remirez de Ganuza,Rioja Vina Coqueta,2008,4.3,429,Espana,Rioja,56.8,Rioja Red,4,3
Protos,Seleccion Finca el Grajo Viejo,2010,4.3,427,Espana,Ribera del Duero,62.7,Ribera Del Duero Red,5,3
Pintia,Toro,2003,4.3,422,Espana,Toro,107.0,Toro Red,5,3
Marques de Murrieta,Capellania Reserva,2016,4.3,422,Espana,Rioja,32.3,Rioja White,3,3
Finca Torremilanos,Torre Albeniz Reserva Ribera del Duero,2016,4.3,419,Espana,Ribera del Duero,28.8,Ribera Del Duero Red,5,3
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1998,4.3,418,Espana,Rioja,160.0,Rioja Red,4,3
Aster,Finca El Otero,2016,4.3,411,Espana,Ribera del Duero,26.9,Ribera Del Duero Red,5,3
Comenge,Familia Comenge Reserva,2016,4.3,410,Espana,Ribera del Duero,21.3,Ribera Del Duero Red,5,3
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2013,4.3,405,Espana,Rioja,42.0,Rioja Red,4,3
Bodegas Valduero,Tierra Alta de 2 Cotas Reserva,2014,4.3,407,Espana,Ribera del Duero,30.5,Ribera Del Duero Red,5,3
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1989,4.3,404,Espana,Rioja,160.0,Rioja Red,4,3
Bodegas Aragonesas,Fagus de Coto de Hayas Garnacha,2017,4.3,398,Espana,Aragon,21.0,Grenache,5,3
Mustiguillo,Finca Terrerazo,2018,4.3,397,Espana,El Terrerazo,22.8,Red,4,3
Clos Erasmus,Laurel,2018,4.3,397,Espana,Priorato,36.6,Priorat Red,4,3
Alvaro Palacios,Finca Dofi,2009,4.3,384,Espana,Priorato,85.0,Priorat Red,4,3
Avancia,Godello,2019,4.3,375,Espana,Valdeorras,23.4,,0,0
Clos Mogador,Priorat,2005,4.3,375,Espana,Priorato,110.0,Priorat Red,4,3
Cepa 21,Malabrigo Ribera del Duero,2015,4.3,374,Espana,Ribera del Duero,53.5,Ribera Del Duero Red,5,3
Vinedos de Paganos,El Puntido,2017,4.3,371,Espana,Rioja,36.0,Rioja Red,4,3
Morca,Godina Garnacha,2019,4.3,370,Espana,Campo de Borja,16.2,Grenache,5,3
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2011,4.3,370,Espana,Ribera del Duero,498.6,Ribera Del Duero Red,5,3
Marques de Tomares,Rioja Gran Reserva,2010,4.3,368,Espana,Rioja,26.0,Red,4,3
Sierra Cantabria,Coleccion Privada,2017,4.3,366,Espana,Rioja,29.0,Rioja Red,4,3
Vall Llach,Porrera Vi de Vila,2012,4.3,364,Espana,Priorato,40.5,Priorat Red,4,3
Quinta Sardonia,QS,2014,4.3,358,Espana,Castilla y Leon,35.8,Red,4,3
Comenge,Don Miguel Comenge Reserva,2011,4.3,355,Espana,Ribera del Duero,38.4,Ribera Del Duero Red,5,3
Abadal,3.9,2017,4.3,345,Espana,Pla de Bages,20.6,Red,4,3
Bodega Numanthia,Numanthia,2016,4.3,345,Espana,Toro,39.5,Toro Red,5,3
Pago de Vallegarcia,Montes de Toledo Syrah,2018,4.3,344,Espana,Castilla,25.3,Syrah,4,3
Alvaro Palacios,Vi de Vila Gratallops,2018,4.3,344,Espana,Priorato,54.0,Priorat Red,4,3
Abadia Retuerta,Le Domaine Blanco de Guarda,2016,4.3,327,Espana,Sardon de Duero,37.0,,0,0
Biniagual,Finca Biniagual Veran,2017,4.3,322,Espana,Binissalem-Mallorca,26.5,Red,4,3
Breca,Brega Garnacha,2017,4.3,317,Espana,Calatayud,27.9,Grenache,5,3
Pintia,Toro,2001,4.3,315,Espana,Toro,189.4,Toro Red,5,3
Pradorey,Elite,2017,4.3,301,Espana,Ribera del Duero,35.5,Ribera Del Duero Red,0,0
Terras Gauda,La Mar,2018,4.3,301,Espana,Rias Baixas,27.7,Albarino,0,0
Abadia Retuerta,Pago Garduna,2015,4.3,299,Espana,Castilla y Leon,75.0,Syrah,0,0
Teso La Monja,Victorino,2018,4.3,298,Espana,Toro,35.5,Toro Red,0,0
Marques de Riscal,Rioja Reserva,1994,4.3,296,Espana,Rioja,65.0,Rioja Red,0,0
Antidoto,La Hormiga de Antidoto,2018,4.3,293,Espana,Ribera del Duero,45.0,Ribera Del Duero Red,0,0
Alvaro Palacios,Finca Dofi,2018,4.3,292,Espana,Priorato,84.9,Priorat Red,0,0
Jaro,Chafandin,2015,4.3,290,Espana,Ribera del Duero,27.8,Ribera Del Duero Red,0,0
Clos Mogador,Nelin Priorat,2016,4.3,290,Espana,Priorato,36.5,,0,0
Bodega Tesalia,Arcos de la Frontera,2017,4.3,284,Espana,Andalucia,25.9,Red,0,0
Allende,Calvario Rioja,2006,4.3,279,Espana,Rioja,53.4,Rioja Red,0,0
Mas d'en Gil,Clos Fonta Priorat,2014,4.3,278,Espana,Priorato,54.5,Priorat Red,0,0
Dominio del Bendito,Las Sabias,2017,4.3,270,Espana,Toro,22.6,Toro Red,0,0
Contino,Vina del Olivo,2011,4.3,260,Espana,Rioja,64.0,Rioja Red,4,3
Bodegas Olarra,Cerro Anon Rioja Gran Reserva,2015,4.3,258,Espana,Rioja,12.9,Rioja Red,4,3
Martinet,Clos Martinet,2004,4.3,249,Espana,Priorato,162.5,Priorat Red,4,3
Ordonez,Vatan Tinta de Toro,2018,4.3,247,Espana,Toro,33.6,Toro Red,5,3
Enate,Chardonnay Fermentado en Barrica,2020,4.3,244,Espana,Somontano,16.9,Chardonnay,4,3
Scala Dei,Masdeu,2013,4.3,242,Espana,Priorato,84.9,Priorat Red,4,3
Francisco Barona,Ribera Del Duero,2019,4.3,242,Espana,Ribera del Duero,30.9,Ribera Del Duero Red,5,3
Taron,Pantocrator,2010,4.3,241,Espana,Rioja Alta,19.9,Rioja Red,4,3
Castillo de Cuzcurrita,Senorio de Cuzcurrita Rioja,2017,4.3,239,Espana,Rioja,24.4,Rioja Red,4,3
Castillo Perelada,Finca Malaveina,2018,4.3,239,Espana,Emporda,18.9,Red,4,3
Orben,Malpuesto,2017,4.3,239,Espana,Rioja,30.3,Rioja Red,4,3
Penafiel,Silencio de Miros Ribera Del Duero,2015,4.3,239,Espana,Ribera del Duero,42.4,Ribera Del Duero Red,5,3
Abadia Retuerta,Pago Valdebellon,2014,4.3,237,Espana,Sardon de Duero,64.5,Cabernet Sauvignon,4,3
Clos Figueras,Clos Figueres,2012,4.3,237,Espana,Priorato,49.6,Priorat Red,4,3
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1995,4.3,234,Espana,Rioja,145.0,Rioja Red,4,3
Ontanon,Queiron Mi Lugar,2018,4.3,232,Espana,Rioja,21.5,Rioja Red,4,3
Remelluri,Rioja Blanco,2016,4.3,227,Espana,Rioja,55.0,Rioja White,3,3
Familia Torres,Purgatori Costers del Segre,2018,4.3,228,Espana,Costers del Segre,27.9,Red,4,3
Sonsierra,Perfume de Sonsierra,2014,4.3,227,Espana,Rioja Alta,28.5,Rioja Red,4,3
Jaro,Chafandin,2011,4.3,223,Espana,Ribera del Duero,25.6,Ribera Del Duero Red,5,3
Artadi,Valdegines,2017,4.3,223,Espana,Vino de Espana,44.0,Tempranillo,4,2
Martinet,Clos Martinet,2017,4.3,222,Espana,Priorato,60.4,Priorat Red,4,3
Vins Miquel Gelabert,Chardonnay Roure,2018,4.3,221,Espana,Pla i Llevant,30.3,Chardonnay,4,3
Contino,Rioja Graciano,2015,4.3,220,Espana,Rioja,62.5,Rioja Red,4,3
Martinet,Clos Martinet,2010,4.3,218,Espana,Priorato,127.2,Priorat Red,4,3
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1994,4.3,216,Espana,Rioja,182.0,Rioja Red,4,3
Tresmano - Tr3smano,Vendimia,2018,4.3,215,Espana,Ribera del Duero,34.2,Ribera Del Duero Red,5,3
Bodega Tesalia,ARX Arcos de la Frontera,2018,4.3,215,Espana,Andalucia,15.9,Red,4,3
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2012,4.3,211,Espana,Ribera del Duero,259.0,Ribera Del Duero Red,5,3
Bodega de Bardos,Suprema 30 Meses,2012,4.3,210,Espana,Ribera del Duero,24.0,Ribera Del Duero Red,5,3
Alvaro Palacios,Finca Dofi,2007,4.3,209,Espana,Priorato,80.0,Priorat Red,4,3
Venus la Universal,Venus,2009,4.3,207,Espana,Montsant,59.6,Montsant Red,4,3
Vall Llach,Porrera Vi de Vila,2016,4.3,205,Espana,Priorato,50.7,Priorat Red,4,3
Bodegas Roda,Roda I Reserva Rioja,2001,4.3,202,Espana,Rioja,91.0,Rioja Red,4,3
Clos Figueras,Clos Figueres,2015,4.3,201,Espana,Priorato,70.9,Priorat Red,4,3
Casa Castillo,Pie Franco,2016,4.3,200,Espana,Jumilla,59.9,Monastrell,5,3
El Grillo y La Luna,Grillo,2012,4.3,200,Espana,Somontano,32.9,Red,4,3
Tridente,Prieto Picudo,2016,4.3,198,Espana,Castilla y Leon,21.4,Red,4,3
Ferrer Bobet,Seleccio Especial Vinyes Velles,2014,4.3,197,Espana,Priorato,64.0,Priorat Red,4,3
Remelluri,Rioja Blanco,2014,4.3,196,Espana,Rioja,60.2,Rioja White,3,3
De Moya,Sofia,2018,4.3,195,Espana,Valencia,15.9,Red,4,3
Campillo,Finca Cuesta Clara Raro Reserva,2011,4.3,194,Espana,Rioja,32.0,Rioja Red,4,3
Artadi,Pagos Viejos,2013,4.3,193,Espana,Vino de Espana,62.5,Tempranillo,4,2
Tomas Postigo,Fermentado En Barrica Blanco,2017,4.3,193,Espana,Castilla y Leon,24.5,Verdejo,3,3
Martinet,Clos Martinet,2006,4.3,192,Espana,Priorato,110.0,Priorat Red,4,3
Mas Doix,Doix,2012,4.3,191,Espana,Priorato,82.0,Priorat Red,4,3
Abadia Retuerta,Pago Valdebellon,2010,4.3,191,Espana,Sardon de Duero,55.0,Cabernet Sauvignon,4,3
Clos d'Agon,Tinto,2014,4.3,190,Espana,Cataluna,36.5,Red,4,3
Martinet,Clos Martinet,2013,4.3,189,Espana,Priorato,114.6,Priorat Red,4,3
Artadi,Pagos Viejos,2001,4.3,189,Espana,Vino de Espana,130.0,Tempranillo,4,2
Garmon,Ribera del Duero,2018,4.3,188,Espana,Ribera del Duero,33.5,Ribera Del Duero Red,5,3
Bodegas Valduero,Ribera Del Duero Gran Reserva,2010,4.3,187,Espana,Ribera del Duero,62.8,Ribera Del Duero Red,5,3
Bodegas Mauro,Godello Blanco,2017,4.3,186,Espana,Bierzo,34.5,,0,0
Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2014,4.3,184,Espana,Ribera del Duero,92.2,Ribera Del Duero Red,5,3
Pago de Vallegarcia,Hipperia Red Blend,2016,4.3,184,Espana,Castilla,36.1,Red,4,3
Clos d'Agon,Tinto,2015,4.3,184,Espana,Cataluna,56.9,Red,4,3
Martinet,Clos Martinet,2012,4.3,178,Espana,Priorato,117.3,Priorat Red,4,3
Jean Leon,Vinya La Scala Gran Reserva Cabernet Sauvignon,2013,4.3,177,Espana,Penedes,41.9,Cabernet Sauvignon,4,3
Bodegas Ateca,Atteca Armas Garnacha Old Vines,2017,4.3,176,Espana,Calatayud,32.9,Grenache,5,3
Enate,Syrah (Shiraz),2016,4.3,175,Espana,Somontano,23.5,Syrah,4,3
Bodega Campo Eliseo,Campo Eliseo,2009,4.3,175,Espana,Toro,48.5,Toro Red,5,3
Leda,Vinas Viejas Tempranillo,2017,4.3,174,Espana,Castilla y Leon,28.4,Tempranillo,4,2
Do Ferreiro (Bodegas Gerardo Mendez),Cepas Vellas Rias Baixas Albarino,2019,4.3,172,Espana,Rias Baixas,34.0,Albarino,3,3
Vinyes Domenech,Teixar,2012,4.3,171,Espana,Montsant,42.2,Montsant Red,0,0
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2014,4.3,171,Espana,Ribera del Duero,245.5,Ribera Del Duero Red,0,0
Monteabellon,Finca Matambres,2016,4.3,170,Espana,Ribera del Duero,28.3,Ribera Del Duero Red,0,0
Pepe Mendoza Casa Agricola,Giro de Abargues,2019,4.3,167,Espana,Alicante,23.5,Red,0,0
De Moya,Sofia,2016,4.3,166,Espana,Valencia,18.9,Red,0,0
Neo,Punta Esencia,2011,4.3,163,Espana,Ribera del Duero,32.4,Ribera Del Duero Red,0,0
Cruz de Alba,Finca Los Hoyales Ribera del Duero,2013,4.3,163,Espana,Ribera del Duero,41.3,Ribera Del Duero Red,0,0
Castano,Casa Cisca Monastrell,2010,4.3,161,Espana,Yecla,33.8,Monastrell,0,0
Terra d'Uro,Uro,2015,4.3,155,Espana,Toro,31.4,Toro Red,0,0
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2006,4.3,155,Espana,Cava,87.4,Cava,0,0
La Rioja Alta,Rioja Gran Reserva 904,1989,4.3,154,Espana,Rioja,150.0,Rioja Red,0,0
Vizcarra,Ribera del Duero Torralvo,2016,4.3,153,Espana,Ribera del Duero,45.5,Ribera Del Duero Red,0,0
Mas d'en Gil,Clos Fonta Priorat,2007,4.3,153,Espana,Priorato,125.0,Priorat Red,0,0
Noelia Bebelia,Albarino,2019,4.3,150,Espana,Rias Baixas,21.5,Albarino,0,0
Marti Fabra,Masia Carreras Negre,2018,4.3,149,Espana,Emporda,20.6,Red,0,0
Palmeri Sicilia,Palmeri Navalta Garnacha,2016,4.2,151,Espana,Campo de Borja,28.9,Grenache,5,3
Remelluri,Rioja Blanco,2015,4.3,146,Espana,Rioja,56.9,Rioja White,3,3
Pradorey,Elite,2018,4.3,145,Espana,Ribera del Duero,30.9,Ribera Del Duero Red,5,3
Ukan Winery,Tinto,2018,4.3,145,Espana,Rioja Alavesa,39.9,Rioja Red,4,3
Tinto Pesquera,Reserva,2002,4.3,144,Espana,Ribera del Duero,65.0,Ribera Del Duero Red,5,3
Tinto Pesquera,Gran Reserva,1995,4.3,142,Espana,Ribera del Duero,146.0,Ribera Del Duero Red,5,3
Mas Que Vinos,La Plazuela,2015,4.3,141,Espana,Castilla,44.0,Red,4,3
Arzuaga,Gran Reserva Ribera del Duero,2014,4.3,140,Espana,Ribera del Duero,62.6,Ribera Del Duero Red,5,3
Bodegas Estraunza,Solar de Estraunza Reserva,2014,4.3,140,Espana,Rioja,9.9,Tempranillo,4,2
Beronia,III a.C,2011,4.3,140,Espana,Rioja,46.2,Rioja Red,4,3
Valquejigoso,V2 Tinto,2007,4.3,140,Espana,Madrid,48.5,Red,4,3
Bodega Contador (Benjamin Romeo),La Vina de Andres Romeo Rioja,2011,4.3,139,Espana,Rioja,97.5,Rioja Red,4,3
Telmo Rodriguez,Matallana,2014,4.3,138,Espana,Ribera del Duero,42.0,Ribera Del Duero Red,5,3
Pujanza,Rioja Norte,2010,4.3,138,Espana,Rioja,75.0,Rioja Red,4,3
Bodegas Roda,Roda I Reserva Rioja,2000,4.3,137,Espana,Rioja,85.0,Rioja Red,4,3
Sei Solo,Tinto,2016,4.3,137,Espana,Ribera del Duero,52.8,Ribera Del Duero Red,5,3
Jaro,Chafandin,2017,4.3,136,Espana,Ribera del Duero,26.3,Ribera Del Duero Red,5,3
Bodegas 6o Elemento - Vino Sexto Elemento,Tinto,2018,4.3,136,Espana,Valencia,19.9,Red,4,3
De Moya,Julia,2018,4.3,135,Espana,Valencia,18.0,Monastrell,5,3
Martinet,Clos Martinet,2003,4.3,135,Espana,Priorato,130.5,Priorat Red,4,3
Gomez Cruzado,Pancrudo,2019,4.3,134,Espana,Rioja,34.9,Rioja Red,4,3
Pittacum,Aurea,2012,4.3,133,Espana,Bierzo,28.5,Mencia,3,3
Celler de Capcanes,Flor de Primavera Peraj Ha'abib,2018,4.3,133,Espana,Montsant,27.5,Montsant Red,4,3
Losada,Altos de Losada El Cepon,2017,4.3,132,Espana,Bierzo,35.9,Mencia,3,3
Remelluri,Rioja Blanco,2013,4.3,131,Espana,Rioja,63.5,Rioja White,3,3
Arinzano,Gran Vino Blanco,2014,4.3,131,Espana,Arinzano,112.8,Chardonnay,4,3
Pago del Vostal,Crianza Vendimia Seleccionada,2018,4.3,130,Espana,Ribera del Duero,19.0,Ribera Del Duero Red,5,3
Vizcarra,Ribera del Duero Torralvo,2015,4.3,128,Espana,Ribera del Duero,41.0,Ribera Del Duero Red,5,3
Telmo Rodriguez,Matallana,2016,4.3,128,Espana,Ribera del Duero,39.8,Ribera Del Duero Red,5,3
Bodegas Valduero,Finca Azaya Premium,2015,4.3,128,Espana,Castilla y Leon,23.4,Ribera Del Duero Red,5,3
Espectacle del Montsant,Tinto,2015,4.3,127,Espana,Montsant,133.3,Montsant Red,4,3
Martinet,Clos Martinet,2018,4.3,125,Espana,Priorato,57.5,Priorat Red,4,3
Habla,No. 20,2016,4.3,124,Espana,Extremadura,24.0,Red,4,3
Remelluri,Rioja Blanco,2011,4.3,123,Espana,Rioja,77.9,Rioja White,3,3
Gomez Cruzado,Montes Obarenes Seleccion Terroir,2015,4.3,122,Espana,Rioja,97.4,Rioja White,3,3
Martinet,Els Escurcons,2015,4.3,122,Espana,Priorato,85.0,Priorat Red,4,3
Mas d'en Gil,Clos Fonta Priorat,2015,4.3,122,Espana,Priorato,53.9,Priorat Red,4,3
Rodriguez de Vera,Tinto,2015,4.3,122,Espana,Almansa,12.2,Red,4,3
Torre de Ona,Martelo Reserva,2015,4.3,119,Espana,Rioja,23.4,Rioja Red,4,3
Cims de Porrera,Classic,2010,4.3,118,Espana,Priorato,43.2,Priorat Red,4,3
Bodegas Naluar & Acediano,Acediano,2018,4.3,120,Espana,Ribera del Duero,35.0,Ribera Del Duero Red,5,3
Ostatu,Gloria Rioja,2010,4.3,117,Espana,Rioja Alavesa,54.5,Rioja Red,4,3
Paco & Lola,Vintage Albarino,2013,4.3,117,Espana,Rias Baixas,24.0,Albarino,3,3
Pago de Vallegarcia,Vallegarcia Viognier,2019,4.3,114,Espana,Castilla,18.5,,0,0
Valtravieso,Finca la Atalaya Reserva,2017,4.3,114,Espana,Ribera del Duero,23.5,Ribera Del Duero Red,5,3
Bodegas Amaren,Tempranillo Reserva,2002,4.3,112,Espana,Rioja,28.0,Rioja Red,4,3
Vinas del Vero,Blecua Somontano,2011,4.3,112,Espana,Somontano,73.9,Red,4,3
Clos Mogador,Priorat,2000,4.3,111,Espana,Priorato,100.0,Priorat Red,4,3
Contino,Rioja Graciano,2017,4.3,111,Espana,Rioja,62.9,Rioja Red,4,3
Artadi,Grandes Anadas Rioja,1999,4.3,111,Espana,Rioja,265.0,Rioja Red,4,3
Costers del Priorat,Clos Cypres Vinyes Velles (Old Vines),2015,4.3,111,Espana,Priorato,49.0,Priorat Red,4,3
Bodega Otazu,Altar,2008,4.3,109,Espana,Navarra,32.2,Red,4,3
Bodega Elias Mora,Toro Gran Elias Mora,2014,4.3,108,Espana,Toro,33.5,Toro Red,5,3
Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2015,4.3,108,Espana,Ribera del Duero,92.2,Ribera Del Duero Red,5,3
Arinzano,Gran Vino Blanco,2004,4.3,108,Espana,Arinzano,53.0,Chardonnay,4,3
Oller del Mas,Arnau Oller Seleccio de la Familia,2016,4.3,108,Espana,Pla de Bages,33.2,Red,4,3
Bodegas Roda,Roda Reserva Rioja,2018,4.3,108,Espana,Rioja,24.5,Rioja Red,4,3
Finca Villacreces,Nebro Ribera del Duero,2009,4.3,107,Espana,Ribera del Duero,136.0,Ribera Del Duero Red,5,3
Toro Albala,Don PX Gran Reserva,1988,4.3,104,Espana,Montilla-Moriles,19.8,Pedro Ximenez,5,1
Cims de Porrera,Classic,2011,4.3,102,Espana,Priorato,39.5,Priorat Red,4,3
Cims de Porrera,Classic,1997,4.3,102,Espana,Priorato,120.0,Priorat Red,4,3
R. Lopez de Heredia,Vina Tondonia Reserva,1964,4.3,101,Espana,Rioja,249.0,Rioja Red,4,3
Descendientes de J. Palacios,Las Lamas Bierzo (Corullon),2016,4.3,100,Espana,Bierzo,95.2,Mencia,3,3
Alta Alella,Orbus,2016,4.3,100,Espana,Alella,25.0,Syrah,4,3
Losada,La Bienquerida,2015,4.3,100,Espana,Bierzo,36.9,Mencia,3,3
Alvaro Palacios,Finca Dofi,2003,4.3,99,Espana,Priorato,90.6,Priorat Red,4,3
Bodegas Clunia,Malbec,2018,4.3,99,Espana,Castilla y Leon,24.9,Red,4,3
Losada,Altos de Losada,2019,4.3,97,Espana,Bierzo,18.4,Mencia,3,3
Arinzano,Gran Vino Blanco,2016,4.3,95,Espana,Arinzano,65.2,Chardonnay,4,3
Campillo,Reserva Especial Rioja,2010,4.3,95,Espana,Rioja,24.0,Rioja Red,4,3
Allende,Aurus,2004,4.3,94,Espana,Rioja,148.6,Rioja Red,4,3
Quinta Sardonia,QS,2017,4.3,93,Espana,Castilla y Leon,37.5,Red,4,3
Ferrer Bobet,Priorat Vinyes Velles,2018,4.3,94,Espana,Priorato,34.0,Priorat Red,4,3
Bodegas Ochoa,Vendimia Tardia Moscatel,2019,4.3,91,Espana,Navarra,10.8,,0,0
Luis Canas,Hiru 3 Rioja Racimos,2005,4.3,91,Espana,Rioja,118.0,Rioja Red,4,3
Ca l'Apotecari,Triaca,2013,4.3,90,Espana,Priorato,34.9,Priorat Red,4,3
Finca Torremilanos,Cyclo,2018,4.3,89,Espana,Ribera del Duero,35.2,Ribera Del Duero Red,5,3
Pinea,Tinto,2017,4.3,89,Espana,Ribera del Duero,145.0,Ribera Del Duero Red,5,3
Josep Grau Viticultor,Maimo Garnatxa,2018,4.3,88,Espana,Montsant,26.9,Grenache,5,3
Gomez Cruzado,Montes Obarenes Seleccion Terroir,2017,4.3,88,Espana,Rioja,42.9,Rioja White,3,3
La Rioja Alta,Gran Reserva 890,1989,4.3,88,Espana,Rioja,215.3,Rioja Red,4,3
Capafons-Osso,Mas de Masos,2006,4.3,86,Espana,Priorato,40.0,Priorat Red,0,0
